,index,flight_id,timestamp,altitude,q_high,q_low,maxAltitudeFeet
44,19814,258064118,2022-12-31 16:00:45+00:00,36000.0,37975.0,25818.75,37950.0
45,19815,258064118,2022-12-31 16:00:46+00:00,36000.0,37975.0,25818.75,37950.0
46,19816,258064118,2022-12-31 16:00:47+00:00,36000.0,37975.0,25818.75,37950.0
47,19817,258064118,2022-12-31 16:00:48+00:00,36000.0,37975.0,25818.75,37950.0
48,19818,258064118,2022-12-31 16:00:49+00:00,36000.0,37975.0,25818.75,37950.0
49,19819,258064118,2022-12-31 16:00:50+00:00,36000.0,37975.0,25818.75,37950.0
50,19820,258064118,2022-12-31 16:00:51+00:00,36000.0,37975.0,25818.75,37950.0
51,19821,258064118,2022-12-31 16:00:52+00:00,36000.0,37975.0,25818.75,37950.0
52,19822,258064118,2022-12-31 16:00:53+00:00,36000.0,37975.0,25818.75,37950.0
53,19823,258064118,2022-12-31 16:00:54+00:00,36000.0,37975.0,25818.75,37950.0
54,19824,258064118,2022-12-31 16:00:55+00:00,35975.0,37975.0,25818.75,37950.0
55,19825,258064118,2022-12-31 16:00:56+00:00,36000.0,37975.0,25818.75,37950.0
56,19826,258064118,2022-12-31 16:00:57+00:00,36000.0,37975.0,25818.75,37950.0
57,19827,258064118,2022-12-31 16:00:58+00:00,36000.0,37975.0,25818.75,37950.0
58,19828,258064118,2022-12-31 16:00:59+00:00,36000.0,37975.0,25818.75,37950.0
59,19829,258064118,2022-12-31 16:01:00+00:00,36000.0,37975.0,25818.75,37950.0
60,19830,258064118,2022-12-31 16:01:01+00:00,36000.0,37975.0,25818.75,37950.0
61,19831,258064118,2022-12-31 16:01:02+00:00,36000.0,37975.0,25818.75,37950.0
62,19832,258064118,2022-12-31 16:01:03+00:00,36025.0,37975.0,25818.75,37950.0
63,19833,258064118,2022-12-31 16:01:04+00:00,36000.0,37975.0,25818.75,37950.0
64,19834,258064118,2022-12-31 16:01:05+00:00,36000.0,37975.0,25818.75,37950.0
65,19835,258064118,2022-12-31 16:01:06+00:00,36000.0,37975.0,25818.75,37950.0
66,19836,258064118,2022-12-31 16:01:07+00:00,36000.0,37975.0,25818.75,37950.0
67,19837,258064118,2022-12-31 16:01:08+00:00,36025.0,37975.0,25818.75,37950.0
68,19838,258064118,2022-12-31 16:01:09+00:00,36000.0,37975.0,25818.75,37950.0
69,19839,258064118,2022-12-31 16:01:10+00:00,36000.0,37975.0,25818.75,37950.0
70,19840,258064118,2022-12-31 16:01:11+00:00,36025.0,37975.0,25818.75,37950.0
71,19841,258064118,2022-12-31 16:01:12+00:00,36000.0,37975.0,25818.75,37950.0
72,19842,258064118,2022-12-31 16:01:13+00:00,36000.0,37975.0,25818.75,37950.0
73,19843,258064118,2022-12-31 16:01:14+00:00,36000.0,37975.0,25818.75,37950.0
74,19844,258064118,2022-12-31 16:01:15+00:00,36000.0,37975.0,25818.75,37950.0
75,19845,258064118,2022-12-31 16:01:16+00:00,36000.0,37975.0,25818.75,37950.0
76,19846,258064118,2022-12-31 16:01:17+00:00,36000.0,37975.0,25818.75,37950.0
77,19847,258064118,2022-12-31 16:01:18+00:00,36000.0,37975.0,25818.75,37950.0
78,19848,258064118,2022-12-31 16:01:19+00:00,36025.0,37975.0,25818.75,37950.0
79,19849,258064118,2022-12-31 16:01:20+00:00,36000.0,37975.0,25818.75,37950.0
80,19850,258064118,2022-12-31 16:01:21+00:00,36000.0,37975.0,25818.75,37950.0
81,19851,258064118,2022-12-31 16:01:22+00:00,36000.0,37975.0,25818.75,37950.0
82,19852,258064118,2022-12-31 16:01:23+00:00,36000.0,37975.0,25818.75,37950.0
83,19853,258064118,2022-12-31 16:01:24+00:00,36000.0,37975.0,25818.75,37950.0
84,19854,258064118,2022-12-31 16:01:25+00:00,36000.0,37975.0,25818.75,37950.0
85,19855,258064118,2022-12-31 16:01:26+00:00,35975.0,37975.0,25818.75,37950.0
86,19856,258064118,2022-12-31 16:01:27+00:00,36000.0,37975.0,25818.75,37950.0
87,19857,258064118,2022-12-31 16:01:28+00:00,36000.0,37975.0,25818.75,37950.0
88,19858,258064118,2022-12-31 16:01:29+00:00,36000.0,37975.0,25818.75,37950.0
89,19859,258064118,2022-12-31 16:01:30+00:00,36000.0,37975.0,25818.75,37950.0
90,19860,258064118,2022-12-31 16:01:31+00:00,36000.0,37975.0,25818.75,37950.0
91,19861,258064118,2022-12-31 16:01:32+00:00,36000.0,37975.0,25818.75,37950.0
92,19862,258064118,2022-12-31 16:01:33+00:00,36000.0,37975.0,25818.75,37950.0
93,19863,258064118,2022-12-31 16:01:34+00:00,36000.0,37975.0,25818.75,37950.0
94,19864,258064118,2022-12-31 16:01:35+00:00,36000.0,37975.0,25818.75,37950.0
95,19865,258064118,2022-12-31 16:01:36+00:00,36000.0,37975.0,25818.75,37950.0
96,19866,258064118,2022-12-31 16:01:37+00:00,36000.0,37975.0,25818.75,37950.0
97,19867,258064118,2022-12-31 16:01:38+00:00,36000.0,37975.0,25818.75,37950.0
98,19868,258064118,2022-12-31 16:01:39+00:00,36000.0,37975.0,25818.75,37950.0
99,19869,258064118,2022-12-31 16:01:40+00:00,36000.0,37975.0,25818.75,37950.0
100,19870,258064118,2022-12-31 16:01:41+00:00,36000.0,37975.0,25818.75,37950.0
101,19871,258064118,2022-12-31 16:01:42+00:00,36000.0,37975.0,25818.75,37950.0
102,19872,258064118,2022-12-31 16:01:43+00:00,36000.0,37975.0,25818.75,37950.0
103,19873,258064118,2022-12-31 16:01:44+00:00,36000.0,37975.0,25818.75,37950.0
104,19874,258064118,2022-12-31 16:01:45+00:00,36000.0,37975.0,25818.75,37950.0
105,19875,258064118,2022-12-31 16:01:46+00:00,36000.0,37975.0,25818.75,37950.0
106,19876,258064118,2022-12-31 16:01:47+00:00,36000.0,37975.0,25818.75,37950.0
107,19877,258064118,2022-12-31 16:01:48+00:00,36000.0,37975.0,25818.75,37950.0
108,19878,258064118,2022-12-31 16:01:49+00:00,36000.0,37975.0,25818.75,37950.0
109,19879,258064118,2022-12-31 16:01:50+00:00,36000.0,37975.0,25818.75,37950.0
110,19880,258064118,2022-12-31 16:01:51+00:00,36000.0,37975.0,25818.75,37950.0
111,19881,258064118,2022-12-31 16:01:52+00:00,36000.0,37975.0,25818.75,37950.0
112,19882,258064118,2022-12-31 16:01:53+00:00,36000.0,37975.0,25818.75,37950.0
113,19883,258064118,2022-12-31 16:01:54+00:00,36000.0,37975.0,25818.75,37950.0
114,19884,258064118,2022-12-31 16:01:55+00:00,36000.0,37975.0,25818.75,37950.0
115,19885,258064118,2022-12-31 16:01:56+00:00,36000.0,37975.0,25818.75,37950.0
116,19886,258064118,2022-12-31 16:01:57+00:00,36000.0,37975.0,25818.75,37950.0
117,19887,258064118,2022-12-31 16:01:58+00:00,36000.0,37975.0,25818.75,37950.0
118,19888,258064118,2022-12-31 16:01:59+00:00,36000.0,37975.0,25818.75,37950.0
119,19889,258064118,2022-12-31 16:02:00+00:00,36000.0,37975.0,25818.75,37950.0
120,19890,258064118,2022-12-31 16:02:01+00:00,36000.0,37975.0,25818.75,37950.0
121,19891,258064118,2022-12-31 16:02:02+00:00,36000.0,37975.0,25818.75,37950.0
122,19892,258064118,2022-12-31 16:02:03+00:00,36000.0,37975.0,25818.75,37950.0
123,19893,258064118,2022-12-31 16:02:04+00:00,36000.0,37975.0,25818.75,37950.0
124,19894,258064118,2022-12-31 16:02:05+00:00,36000.0,37975.0,25818.75,37950.0
125,19895,258064118,2022-12-31 16:02:06+00:00,36000.0,37975.0,25818.75,37950.0
126,19896,258064118,2022-12-31 16:02:07+00:00,36000.0,37975.0,25818.75,37950.0
127,19897,258064118,2022-12-31 16:02:08+00:00,36000.0,37975.0,25818.75,37950.0
128,19898,258064118,2022-12-31 16:02:09+00:00,36000.0,37975.0,25818.75,37950.0
129,19899,258064118,2022-12-31 16:02:10+00:00,36000.0,37975.0,25818.75,37950.0
130,19900,258064118,2022-12-31 16:02:11+00:00,36000.0,37975.0,25818.75,37950.0
131,19901,258064118,2022-12-31 16:02:12+00:00,36000.0,37975.0,25818.75,37950.0
132,19902,258064118,2022-12-31 16:02:13+00:00,36025.0,37975.0,25818.75,37950.0
133,19903,258064118,2022-12-31 16:02:14+00:00,36025.0,37975.0,25818.75,37950.0
134,19904,258064118,2022-12-31 16:02:15+00:00,36000.0,37975.0,25818.75,37950.0
135,19905,258064118,2022-12-31 16:02:16+00:00,36000.0,37975.0,25818.75,37950.0
136,19906,258064118,2022-12-31 16:02:17+00:00,36025.0,37975.0,25818.75,37950.0
137,19907,258064118,2022-12-31 16:02:18+00:00,36000.0,37975.0,25818.75,37950.0
138,19908,258064118,2022-12-31 16:02:19+00:00,36025.0,37975.0,25818.75,37950.0
139,19909,258064118,2022-12-31 16:02:20+00:00,36025.0,37975.0,25818.75,37950.0
140,19910,258064118,2022-12-31 16:02:21+00:00,36025.0,37975.0,25818.75,37950.0
141,19911,258064118,2022-12-31 16:02:22+00:00,36000.0,37975.0,25818.75,37950.0
142,19912,258064118,2022-12-31 16:02:23+00:00,36025.0,37975.0,25818.75,37950.0
143,19913,258064118,2022-12-31 16:02:24+00:00,36025.0,37975.0,25818.75,37950.0
144,19914,258064118,2022-12-31 16:02:25+00:00,36025.0,37975.0,25818.75,37950.0
145,19915,258064118,2022-12-31 16:02:26+00:00,36025.0,37975.0,25818.75,37950.0
146,19916,258064118,2022-12-31 16:02:27+00:00,36025.0,37975.0,25818.75,37950.0
147,19917,258064118,2022-12-31 16:02:28+00:00,36025.0,37975.0,25818.75,37950.0
148,19918,258064118,2022-12-31 16:02:29+00:00,36025.0,37975.0,25818.75,37950.0
149,19919,258064118,2022-12-31 16:02:30+00:00,36025.0,37975.0,25818.75,37950.0
150,19920,258064118,2022-12-31 16:02:31+00:00,36025.0,37975.0,25818.75,37950.0
151,19921,258064118,2022-12-31 16:02:32+00:00,36025.0,37975.0,25818.75,37950.0
152,19922,258064118,2022-12-31 16:02:33+00:00,36025.0,37975.0,25818.75,37950.0
153,19923,258064118,2022-12-31 16:02:34+00:00,36025.0,37975.0,25818.75,37950.0
154,19924,258064118,2022-12-31 16:02:35+00:00,36025.0,37975.0,25818.75,37950.0
155,19925,258064118,2022-12-31 16:02:36+00:00,36025.0,37975.0,25818.75,37950.0
156,19926,258064118,2022-12-31 16:02:37+00:00,36025.0,37975.0,25818.75,37950.0
157,19927,258064118,2022-12-31 16:02:38+00:00,36025.0,37975.0,25818.75,37950.0
158,19928,258064118,2022-12-31 16:02:39+00:00,36025.0,37975.0,25818.75,37950.0
159,19929,258064118,2022-12-31 16:02:40+00:00,36025.0,37975.0,25818.75,37950.0
160,19930,258064118,2022-12-31 16:02:41+00:00,36025.0,37975.0,25818.75,37950.0
161,19931,258064118,2022-12-31 16:02:42+00:00,36000.0,37975.0,25818.75,37950.0
162,19932,258064118,2022-12-31 16:02:43+00:00,36000.0,37975.0,25818.75,37950.0
163,19933,258064118,2022-12-31 16:02:44+00:00,36025.0,37975.0,25818.75,37950.0
164,19934,258064118,2022-12-31 16:02:45+00:00,36025.0,37975.0,25818.75,37950.0
165,19935,258064118,2022-12-31 16:02:46+00:00,36000.0,37975.0,25818.75,37950.0
166,19936,258064118,2022-12-31 16:02:47+00:00,36000.0,37975.0,25818.75,37950.0
167,19937,258064118,2022-12-31 16:02:48+00:00,36000.0,37975.0,25818.75,37950.0
168,19938,258064118,2022-12-31 16:02:49+00:00,36000.0,37975.0,25818.75,37950.0
169,19939,258064118,2022-12-31 16:02:50+00:00,36000.0,37975.0,25818.75,37950.0
170,19940,258064118,2022-12-31 16:02:51+00:00,36000.0,37975.0,25818.75,37950.0
171,19941,258064118,2022-12-31 16:02:52+00:00,36000.0,37975.0,25818.75,37950.0
172,19942,258064118,2022-12-31 16:02:53+00:00,35975.0,37975.0,25818.75,37950.0
173,19943,258064118,2022-12-31 16:02:54+00:00,35975.0,37975.0,25818.75,37950.0
174,19944,258064118,2022-12-31 16:02:55+00:00,35975.0,37975.0,25818.75,37950.0
175,19945,258064118,2022-12-31 16:02:56+00:00,36000.0,37975.0,25818.75,37950.0
176,19946,258064118,2022-12-31 16:02:57+00:00,36000.0,37975.0,25818.75,37950.0
177,19947,258064118,2022-12-31 16:02:58+00:00,36000.0,37975.0,25818.75,37950.0
178,19948,258064118,2022-12-31 16:02:59+00:00,36000.0,37975.0,25818.75,37950.0
179,19949,258064118,2022-12-31 16:03:00+00:00,36000.0,37975.0,25818.75,37950.0
180,19950,258064118,2022-12-31 16:03:01+00:00,36000.0,37975.0,25818.75,37950.0
181,19951,258064118,2022-12-31 16:03:02+00:00,36000.0,37975.0,25818.75,37950.0
182,19952,258064118,2022-12-31 16:03:03+00:00,36000.0,37975.0,25818.75,37950.0
183,19953,258064118,2022-12-31 16:03:04+00:00,36000.0,37975.0,25818.75,37950.0
184,19954,258064118,2022-12-31 16:03:05+00:00,36000.0,37975.0,25818.75,37950.0
185,19955,258064118,2022-12-31 16:03:06+00:00,36000.0,37975.0,25818.75,37950.0
186,19956,258064118,2022-12-31 16:03:07+00:00,36000.0,37975.0,25818.75,37950.0
187,19957,258064118,2022-12-31 16:03:08+00:00,36025.0,37975.0,25818.75,37950.0
188,19958,258064118,2022-12-31 16:03:09+00:00,36025.0,37975.0,25818.75,37950.0
189,19959,258064118,2022-12-31 16:03:10+00:00,36025.0,37975.0,25818.75,37950.0
190,19960,258064118,2022-12-31 16:03:11+00:00,36000.0,37975.0,25818.75,37950.0
191,19961,258064118,2022-12-31 16:03:12+00:00,36000.0,37975.0,25818.75,37950.0
192,19962,258064118,2022-12-31 16:03:13+00:00,36000.0,37975.0,25818.75,37950.0
193,19963,258064118,2022-12-31 16:03:14+00:00,36000.0,37975.0,25818.75,37950.0
194,19964,258064118,2022-12-31 16:03:15+00:00,36000.0,37975.0,25818.75,37950.0
195,19965,258064118,2022-12-31 16:03:16+00:00,36000.0,37975.0,25818.75,37950.0
196,19966,258064118,2022-12-31 16:03:17+00:00,36000.0,37975.0,25818.75,37950.0
197,19967,258064118,2022-12-31 16:03:18+00:00,36000.0,37975.0,25818.75,37950.0
198,19968,258064118,2022-12-31 16:03:19+00:00,36025.0,37975.0,25818.75,37950.0
199,19969,258064118,2022-12-31 16:03:20+00:00,36000.0,37975.0,25818.75,37950.0
200,19970,258064118,2022-12-31 16:03:21+00:00,36000.0,37975.0,25818.75,37950.0
201,19971,258064118,2022-12-31 16:03:22+00:00,36000.0,37975.0,25818.75,37950.0
202,19972,258064118,2022-12-31 16:03:23+00:00,36000.0,37975.0,25818.75,37950.0
203,19973,258064118,2022-12-31 16:03:24+00:00,36000.0,37975.0,25818.75,37950.0
204,19974,258064118,2022-12-31 16:03:25+00:00,36025.0,37975.0,25818.75,37950.0
205,19975,258064118,2022-12-31 16:03:26+00:00,36000.0,37975.0,25818.75,37950.0
206,19976,258064118,2022-12-31 16:03:27+00:00,36000.0,37975.0,25818.75,37950.0
207,19977,258064118,2022-12-31 16:03:28+00:00,36000.0,37975.0,25818.75,37950.0
208,19978,258064118,2022-12-31 16:03:29+00:00,36025.0,37975.0,25818.75,37950.0
209,19979,258064118,2022-12-31 16:03:30+00:00,36000.0,37975.0,25818.75,37950.0
210,19980,258064118,2022-12-31 16:03:31+00:00,36000.0,37975.0,25818.75,37950.0
211,19981,258064118,2022-12-31 16:03:32+00:00,36000.0,37975.0,25818.75,37950.0
212,19982,258064118,2022-12-31 16:03:33+00:00,36000.0,37975.0,25818.75,37950.0
213,19983,258064118,2022-12-31 16:03:34+00:00,36000.0,37975.0,25818.75,37950.0
214,19984,258064118,2022-12-31 16:03:35+00:00,36000.0,37975.0,25818.75,37950.0
215,19985,258064118,2022-12-31 16:03:36+00:00,36000.0,37975.0,25818.75,37950.0
216,19986,258064118,2022-12-31 16:03:37+00:00,36000.0,37975.0,25818.75,37950.0
217,19987,258064118,2022-12-31 16:03:38+00:00,36000.0,37975.0,25818.75,37950.0
218,19988,258064118,2022-12-31 16:03:39+00:00,36000.0,37975.0,25818.75,37950.0
219,19989,258064118,2022-12-31 16:03:40+00:00,36000.0,37975.0,25818.75,37950.0
220,19990,258064118,2022-12-31 16:03:41+00:00,36000.0,37975.0,25818.75,37950.0
221,19991,258064118,2022-12-31 16:03:42+00:00,36000.0,37975.0,25818.75,37950.0
222,19992,258064118,2022-12-31 16:03:43+00:00,36000.0,37975.0,25818.75,37950.0
223,19993,258064118,2022-12-31 16:03:44+00:00,36000.0,37975.0,25818.75,37950.0
224,19994,258064118,2022-12-31 16:03:45+00:00,36000.0,37975.0,25818.75,37950.0
225,19995,258064118,2022-12-31 16:03:46+00:00,36000.0,37975.0,25818.75,37950.0
226,19996,258064118,2022-12-31 16:03:47+00:00,36000.0,37975.0,25818.75,37950.0
227,19997,258064118,2022-12-31 16:03:48+00:00,36000.0,37975.0,25818.75,37950.0
228,19998,258064118,2022-12-31 16:03:49+00:00,36000.0,37975.0,25818.75,37950.0
229,19999,258064118,2022-12-31 16:03:50+00:00,36000.0,37975.0,25818.75,37950.0
230,20000,258064118,2022-12-31 16:03:51+00:00,36000.0,37975.0,25818.75,37950.0
231,20001,258064118,2022-12-31 16:03:52+00:00,36000.0,37975.0,25818.75,37950.0
232,20002,258064118,2022-12-31 16:03:53+00:00,36000.0,37975.0,25818.75,37950.0
233,20003,258064118,2022-12-31 16:03:54+00:00,36000.0,37975.0,25818.75,37950.0
234,20004,258064118,2022-12-31 16:03:55+00:00,36000.0,37975.0,25818.75,37950.0
235,20005,258064118,2022-12-31 16:03:56+00:00,36000.0,37975.0,25818.75,37950.0
236,20006,258064118,2022-12-31 16:03:57+00:00,36000.0,37975.0,25818.75,37950.0
237,20007,258064118,2022-12-31 16:03:58+00:00,36000.0,37975.0,25818.75,37950.0
238,20008,258064118,2022-12-31 16:03:59+00:00,35975.0,37975.0,25818.75,37950.0
239,20009,258064118,2022-12-31 16:04:00+00:00,35975.0,37975.0,25818.75,37950.0
240,20010,258064118,2022-12-31 16:04:01+00:00,36000.0,37975.0,25818.75,37950.0
241,20011,258064118,2022-12-31 16:04:02+00:00,35975.0,37975.0,25818.75,37950.0
242,20012,258064118,2022-12-31 16:04:03+00:00,36000.0,37975.0,25818.75,37950.0
243,20013,258064118,2022-12-31 16:04:04+00:00,36000.0,37975.0,25818.75,37950.0
244,20014,258064118,2022-12-31 16:04:05+00:00,36000.0,37975.0,25818.75,37950.0
245,20015,258064118,2022-12-31 16:04:06+00:00,36000.0,37975.0,25818.75,37950.0
246,20016,258064118,2022-12-31 16:04:07+00:00,36000.0,37975.0,25818.75,37950.0
247,20017,258064118,2022-12-31 16:04:08+00:00,36000.0,37975.0,25818.75,37950.0
248,20018,258064118,2022-12-31 16:04:09+00:00,36000.0,37975.0,25818.75,37950.0
249,20019,258064118,2022-12-31 16:04:10+00:00,36000.0,37975.0,25818.75,37950.0
250,20020,258064118,2022-12-31 16:04:11+00:00,36000.0,37975.0,25818.75,37950.0
251,20021,258064118,2022-12-31 16:04:12+00:00,36000.0,37975.0,25818.75,37950.0
252,20022,258064118,2022-12-31 16:04:13+00:00,36000.0,37975.0,25818.75,37950.0
253,20023,258064118,2022-12-31 16:04:14+00:00,36000.0,37975.0,25818.75,37950.0
254,20024,258064118,2022-12-31 16:04:15+00:00,36000.0,37975.0,25818.75,37950.0
255,20025,258064118,2022-12-31 16:04:16+00:00,36000.0,37975.0,25818.75,37950.0
256,20026,258064118,2022-12-31 16:04:17+00:00,36000.0,37975.0,25818.75,37950.0
257,20027,258064118,2022-12-31 16:04:18+00:00,36000.0,37975.0,25818.75,37950.0
258,20028,258064118,2022-12-31 16:04:19+00:00,36000.0,37975.0,25818.75,37950.0
259,20029,258064118,2022-12-31 16:04:20+00:00,36000.0,37975.0,25818.75,37950.0
260,20030,258064118,2022-12-31 16:04:21+00:00,36000.0,37975.0,25818.75,37950.0
261,20031,258064118,2022-12-31 16:04:22+00:00,36000.0,37975.0,25818.75,37950.0
262,20032,258064118,2022-12-31 16:04:23+00:00,36000.0,37975.0,25818.75,37950.0
263,20033,258064118,2022-12-31 16:04:24+00:00,36000.0,37975.0,25818.75,37950.0
264,20034,258064118,2022-12-31 16:04:25+00:00,36000.0,37975.0,25818.75,37950.0
265,20035,258064118,2022-12-31 16:04:26+00:00,36000.0,37975.0,25818.75,37950.0
266,20036,258064118,2022-12-31 16:04:27+00:00,36000.0,37975.0,25818.75,37950.0
267,20037,258064118,2022-12-31 16:04:28+00:00,36000.0,37975.0,25818.75,37950.0
268,20038,258064118,2022-12-31 16:04:29+00:00,36000.0,37975.0,25818.75,37950.0
269,20039,258064118,2022-12-31 16:04:30+00:00,36000.0,37975.0,25818.75,37950.0
270,20040,258064118,2022-12-31 16:04:31+00:00,36000.0,37975.0,25818.75,37950.0
271,20041,258064118,2022-12-31 16:04:32+00:00,36000.0,37975.0,25818.75,37950.0
272,20042,258064118,2022-12-31 16:04:33+00:00,36000.0,37975.0,25818.75,37950.0
273,20043,258064118,2022-12-31 16:04:34+00:00,36000.0,37975.0,25818.75,37950.0
274,20044,258064118,2022-12-31 16:04:35+00:00,36000.0,37975.0,25818.75,37950.0
275,20045,258064118,2022-12-31 16:04:36+00:00,36000.0,37975.0,25818.75,37950.0
276,20046,258064118,2022-12-31 16:04:37+00:00,36000.0,37975.0,25818.75,37950.0
277,20047,258064118,2022-12-31 16:04:38+00:00,36000.0,37975.0,25818.75,37950.0
278,20048,258064118,2022-12-31 16:04:39+00:00,36000.0,37975.0,25818.75,37950.0
279,20049,258064118,2022-12-31 16:04:40+00:00,36000.0,37975.0,25818.75,37950.0
280,20050,258064118,2022-12-31 16:04:41+00:00,36000.0,37975.0,25818.75,37950.0
281,20051,258064118,2022-12-31 16:04:42+00:00,36000.0,37975.0,25818.75,37950.0
282,20052,258064118,2022-12-31 16:04:43+00:00,36000.0,37975.0,25818.75,37950.0
283,20053,258064118,2022-12-31 16:04:44+00:00,36000.0,37975.0,25818.75,37950.0
284,20054,258064118,2022-12-31 16:04:45+00:00,36000.0,37975.0,25818.75,37950.0
285,20055,258064118,2022-12-31 16:04:46+00:00,36000.0,37975.0,25818.75,37950.0
286,20056,258064118,2022-12-31 16:04:47+00:00,36000.0,37975.0,25818.75,37950.0
287,20057,258064118,2022-12-31 16:04:48+00:00,36000.0,37975.0,25818.75,37950.0
288,20058,258064118,2022-12-31 16:04:49+00:00,36000.0,37975.0,25818.75,37950.0
289,20059,258064118,2022-12-31 16:04:50+00:00,36000.0,37975.0,25818.75,37950.0
290,20060,258064118,2022-12-31 16:04:51+00:00,36000.0,37975.0,25818.75,37950.0
291,20061,258064118,2022-12-31 16:04:52+00:00,36000.0,37975.0,25818.75,37950.0
292,20062,258064118,2022-12-31 16:04:53+00:00,36000.0,37975.0,25818.75,37950.0
293,20063,258064118,2022-12-31 16:04:54+00:00,36000.0,37975.0,25818.75,37950.0
294,20064,258064118,2022-12-31 16:04:55+00:00,36000.0,37975.0,25818.75,37950.0
295,20065,258064118,2022-12-31 16:04:56+00:00,36000.0,37975.0,25818.75,37950.0
296,20066,258064118,2022-12-31 16:04:57+00:00,36000.0,37975.0,25818.75,37950.0
297,20067,258064118,2022-12-31 16:04:58+00:00,36000.0,37975.0,25818.75,37950.0
298,20068,258064118,2022-12-31 16:04:59+00:00,36000.0,37975.0,25818.75,37950.0
299,20069,258064118,2022-12-31 16:05:00+00:00,36000.0,37975.0,25818.75,37950.0
300,20070,258064118,2022-12-31 16:05:01+00:00,36000.0,37975.0,25818.75,37950.0
301,20071,258064118,2022-12-31 16:05:02+00:00,36000.0,37975.0,25818.75,37950.0
